timestamp,price
2024-06-09,0.2274692085843546
2024-06-10,0.2268081670165237
2024-06-11,0.21016732787168127
2024-06-12,0.2013869322349342
2024-06-13,0.20804635886086204
2024-06-14,0.20012093032206832
2024-06-15,0.19353431994510278
2024-06-16,0.1932014761543671
2024-06-17,0.19348390957486056
2024-06-18,0.17717069747969322
2024-06-19,0.16539755858102123
2024-06-20,0.1668514396069274
2024-06-21,0.17279328217834558
2024-06-22,0.17059289261187494
2024-06-23,0.173653179911096
2024-06-24,0.16970883799774292
2024-06-25,0.17592581001228522
2024-06-26,0.18120406983529602
2024-06-27,0.17893617694465055
2024-06-28,0.18149497060184974
2024-06-29,0.17206500464609564
2024-06-30,0.16984982017059705
2024-07-01,0.17900732852647394
2024-07-02,0.17673519715716637
2024-07-03,0.1723587262726886
2024-07-04,0.16674327752485185
2024-07-05,0.14577482817127674
2024-07-06,0.1348031946940654
2024-07-07,0.14496805651365852
2024-07-08,0.13741566672251893
2024-07-09,0.14064080434219625
2024-07-10,0.14629951765400936
2024-07-11,0.1456315720520366
2024-07-12,0.14263084637920986
2024-07-13,0.14482468515582253
2024-07-14,0.14983258707416702
2024-07-15,0.15337982617276694
2024-07-16,0.16438728704336927
2024-07-17,0.1635850185278311
2024-07-18,0.1652965820608337
2024-07-19,0.15752166093580908
2024-07-20,0.1669983897315752
2024-07-21,0.16799154328200783
2024-07-22,0.17151320895786498
2024-07-23,0.16483659241409354
2024-07-24,0.15835910034474304
2024-07-25,0.15350257370592266
2024-07-26,0.14686555487244768
2024-07-27,0.15480493635488085
2024-07-28,0.15553879725343062
2024-07-29,0.15214004483361973
2024-07-30,0.1503981303540407
2024-07-31,0.14726354008222414
2024-08-01,0.14416059640093698
2024-08-02,0.14238433860860844
2024-08-03,0.13271835749806837
2024-08-04,0.12753078996638592
2024-08-05,0.12172354731355524
2024-08-06,0.11799298079325886
2024-08-07,0.1213443586643743
2024-08-08,0.1187951163059706
2024-08-09,0.1328648361451268
2024-08-10,0.13200400841855547
2024-08-11,0.13138598895328887
2024-08-12,0.12317592834021616
2024-08-13,0.12917659981999163
2024-08-14,0.12984771948810894
2024-08-15,0.1250346726918391
2024-08-16,0.1208154056530247
2024-08-17,0.12234989543645933
2024-08-18,0.12169832213346077
2024-08-19,0.12607645000770443
2024-08-20,0.1297606252306643
2024-08-21,0.1303135624395875
2024-08-22,0.1364429163435285
2024-08-23,0.13505921968931595
2024-08-24,0.14834632124983746
2024-08-25,0.14869099376971906
2024-08-26,0.1462766763922486
2024-08-27,0.13585841164176377
2024-08-28,0.1279464408216102
2024-08-29,0.12516333171754854
2024-08-30,0.12391494827896807
2024-08-31,0.1257394186526311
2024-09-01,0.12607280115187872
2024-09-02,0.11828720123633751
2024-09-03,0.12697686133713912
2024-09-04,0.11922815466319607
2024-09-05,0.12312144121113626
2024-09-06,0.11847875274248233
2024-09-07,0.1155242102077834
2024-09-08,0.11683296777240514
2024-09-09,0.11945216258696477
2024-09-10,0.12316892513731044
2024-09-11,0.12283085334373002
2024-09-12,0.11894437477890887
2024-09-13,0.1222442416220413
2024-09-14,0.1234313746149901
2024-09-15,0.1210948059279074
2024-09-16,0.11768719747199874
2024-09-17,0.11352205017373161
2024-09-18,0.11635718886232117
2024-09-19,0.12012535717996768
2024-09-20,0.1242498406508251
2024-09-21,0.12454788217620207
2024-09-22,0.12758899010519364
2024-09-23,0.12269969555776747
2024-09-24,0.12576474185474817
2024-09-25,0.12905817114600426
2024-09-26,0.13306275784557445
2024-09-27,0.13873389962465738
2024-09-28,0.14161980264346458
2024-09-29,0.13804037157772042
2024-09-30,0.13928771139171045
2024-10-01,0.13179652455343718
2024-10-02,0.11845514356560277
2024-10-03,0.11654426303941873
2024-10-04,0.11571858437330516
2024-10-05,0.12038427198990315
2024-10-06,0.11905278346665277
2024-10-07,0.124509957621797
2024-10-08,0.12358880116728665
2024-10-09,0.12079798286245239
2024-10-10,0.11805148543072817
2024-10-11,0.11818512606320411
2024-10-12,0.1229830043324726
2024-10-13,0.12367675373341182
2024-10-14,0.1224614093697904
2024-10-15,0.1289899233220714
2024-10-16,0.12649000009051684
2024-10-17,0.12494968014672518
2024-10-18,0.12239096743472973
2024-10-19,0.1297941163702202
2024-10-20,0.12810877059538353
2024-10-21,0.13588555081284073
2024-10-22,0.1304954842575738
2024-10-23,0.13007990615395362
2024-10-24,0.12653570865294053
2024-10-25,0.1282759122561821
2024-10-26,0.11621354204054103
2024-10-27,0.11795549308240372
2024-10-28,0.1197015267217341
2024-10-29,0.12140531406698783
2024-10-30,0.12631037092097722
2024-10-31,0.12490329551142615
2024-11-01,0.11741999375554221
2024-11-02,0.11729882505824384
2024-11-03,0.11683036254691657
2024-11-04,0.11176559985017721
2024-11-05,0.10978571166116273
2024-11-06,0.115053490993966
2024-11-07,0.12465851236610856
2024-11-08,0.12630020752919074
2024-11-09,0.1402789181897625
2024-11-10,0.14109636691180255
2024-11-11,0.14666934200361112
2024-11-12,0.1529595890286649
2024-11-13,0.1477561265583217
2024-11-14,0.14270425437300113
2024-11-15,0.13851321754371065
2024-11-16,0.15175908044637584
2024-11-17,0.17327322769371722
2024-11-18,0.17248898461319703
2024-11-19,0.18789915564036497
2024-11-20,0.18042297385638756
2024-11-21,0.1733196695394768
2024-11-22,0.18239465633216767
2024-11-23,0.18723278879762864
2024-11-24,0.20638692738673478
2024-11-25,0.234382451175719
2024-11-26,0.22036489421004204
2024-11-27,0.21481306246758544
2024-11-28,0.23625856932228703
2024-11-29,0.23312288553873517
