timestamp,price
2024-06-09,0.11475318203289632
2024-06-10,0.11687663864010515
2024-06-11,0.11759072323417631
2024-06-12,0.11644953746538766
2024-06-13,0.11641563918744109
2024-06-14,0.11679498055980617
2024-06-15,0.11638640345372403
2024-06-16,0.1152034248616483
2024-06-17,0.11718056783685615
2024-06-18,0.1167568309594783
2024-06-19,0.11540810534591545
2024-06-20,0.11580496321224619
2024-06-21,0.11664301712413233
2024-06-22,0.11829540345599826
2024-06-23,0.11959413772188444
2024-06-24,0.11912572697387908
2024-06-25,0.11913812463895433
2024-06-26,0.12187824217027754
2024-06-27,0.12246289324915656
2024-06-28,0.12185980220120088
2024-06-29,0.12297588624102544
2024-06-30,0.12529543814805624
2024-07-01,0.12458963513188742
2024-07-02,0.12770863373398528
2024-07-03,0.12908519270906918
2024-07-04,0.12850429505171004
2024-07-05,0.12741374237773148
2024-07-06,0.12697190465731065
2024-07-07,0.12992894852533732
2024-07-08,0.124573109516733
2024-07-09,0.12610838646437392
2024-07-10,0.12984898945664455
2024-07-11,0.13141574721168103
2024-07-12,0.13442400527891285
2024-07-13,0.13723229094034958
2024-07-14,0.13924395546770169
2024-07-15,0.13766948434236906
2024-07-16,0.13746225404217252
2024-07-17,0.1340618631639598
2024-07-18,0.13347557595821452
2024-07-19,0.13422599101948776
2024-07-20,0.13466467406801982
2024-07-21,0.1347270673901596
2024-07-22,0.1343887616127109
2024-07-23,0.13238948785272955
2024-07-24,0.13406307641465295
2024-07-25,0.13436738563019412
2024-07-26,0.1354458143538376
2024-07-27,0.1375602841105765
2024-07-28,0.1372894924983941
2024-07-29,0.13870591172269456
2024-07-30,0.13745954128975496
2024-07-31,0.1329262170758678
2024-08-01,0.12883224192125006
2024-08-02,0.1282548363847316
2024-08-03,0.1234029536515841
2024-08-04,0.1252794895962826
2024-08-05,0.1261045429326059
2024-08-06,0.12163216921887547
2024-08-07,0.12334323415113851
2024-08-08,0.12470689944587371
2024-08-09,0.12707535344751697
2024-08-10,0.1284533192364732
2024-08-11,0.12909793779147138
2024-08-12,0.1277159190765806
2024-08-13,0.12666058649110407
2024-08-14,0.12887289795098672
2024-08-15,0.1305044603002163
2024-08-16,0.13013629833567783
2024-08-17,0.13407651958574948
2024-08-18,0.13486056479407887
2024-08-19,0.13492470982829508
2024-08-20,0.1431179886949564
2024-08-21,0.1605405987597849
2024-08-22,0.1539941592839325
2024-08-23,0.15555217427525744
2024-08-24,0.15842403748636996
